userID	age	gender	country	device	access_hour
899	36	f	USA	Tablet	21
900	44	f	Japan	Mobile	6
903	57	f	Brazil	Desktop	22
904	31	m	Brazil	Mobile	8
905	40	f	USA	Mobile	7
906	50	m	Germany	Mobile	15
907	15	m	Brazil	Tablet	5
908	22	f	Japan	Tablet	15
909	49	f	Brazil	Tablet	5
910	29	m	Japan	Desktop	13
911	36	f	UK	Desktop	20
912	28	f	UK	Mobile	0
913	40	m	Japan	Desktop	8
914	42	m	Germany	Mobile	23
915	37	m	Brazil	Mobile	12
916	28	f	Brazil	Mobile	18
917	38	m	UK	Desktop	16
919	16	f	Japan	Tablet	10
920	59	m	Brazil	Desktop	7
921	40	m	Brazil	Mobile	22
922	28	m	Germany	Mobile	4
924	21	f	USA	Desktop	9
925	17	f	UK	Mobile	6
926	37	m	UK	Mobile	9
927	57	m	USA	Desktop	3
928	59	m	Brazil	Desktop	8
929	32	f	Germany	Desktop	13
930	52	m	Germany	Mobile	1
931	49	f	UK	Mobile	8
932	29	m	Germany	Tablet	20
933	39	m	USA	Tablet	0
934	51	m	Brazil	Desktop	22
935	42	m	USA	Tablet	9
936	24	m	Japan	Mobile	9
938	53	m	UK	Tablet	19
939	31	f	Germany	Mobile	21
940	53	m	Japan	Desktop	2
941	36	f	Germany	Desktop	5
942	40	m	Brazil	Mobile	5
943	58	m	Brazil	Tablet	20
946	39	f	Brazil	Desktop	1
948	31	m	Germany	Desktop	17
949	27	f	Japan	Tablet	22
950	34	f	Brazil	Tablet	1
951	39	m	Japan	Mobile	11
952	18	f	Germany	Tablet	21
953	24	f	Japan	Tablet	4
954	17	m	Germany	Tablet	19
955	55	f	Germany	Mobile	6
957	59	m	UK	Mobile	23
958	32	m	Germany	Desktop	15
959	50	m	Germany	Mobile	19
960	36	m	USA	Desktop	0
961	48	f	Brazil	Tablet	0
962	22	m	UK	Desktop	16
963	54	m	UK	Desktop	0
964	58	f	UK	Tablet	20
965	33	m	USA	Desktop	19
966	56	m	Germany	Mobile	12
967	55	f	Brazil	Mobile	8
968	51	f	Japan	Mobile	14
969	20	f	Germany	Mobile	2
971	40	f	USA	Desktop	13
972	48	f	Germany	Desktop	22
975	59	f	Germany	Tablet	10
976	20	f	USA	Desktop	23
977	51	m	UK	Desktop	21
978	47	f	UK	Desktop	11
979	36	f	Brazil	Tablet	12
980	35	f	Brazil	Mobile	12
981	20	m	UK	Desktop	0
982	20	m	Japan	Tablet	23
984	18	f	Germany	Tablet	9
985	44	f	Japan	Tablet	2
986	25	f	Germany	Mobile	23
987	44	m	UK	Desktop	3
989	45	m	Brazil	Tablet	15
990	38	f	Brazil	Mobile	7
991	23	m	Japan	Tablet	15
993	17	f	Brazil	Tablet	16
994	45	m	UK	Tablet	18
995	54	m	Japan	Tablet	21
996	51	f	Germany	Tablet	14
997	50	f	Brazil	Mobile	15
998	38	f	USA	Desktop	14
999	45	f	Brazil	Desktop	1
1001	20	m	Germany	Desktop	10
1002	16	m	Japan	Desktop	0
1003	34	m	Germany	Mobile	14
1004	42	f	USA	Mobile	18
1005	25	m	UK	Mobile	3
1006	18	f	Brazil	Tablet	10
1007	29	m	Japan	Tablet	4
1008	20	f	UK	Tablet	2
1009	44	f	Germany	Desktop	12
1010	52	m	Japan	Tablet	9
1011	16	f	UK	Desktop	10
1012	29	f	Japan	Tablet	17
1013	25	m	USA	Desktop	1
1014	22	f	USA	Tablet	6
1015	40	f	Brazil	Tablet	8
1016	59	f	Brazil	Mobile	9
1017	58	m	USA	Tablet	17
1018	19	m	Japan	Tablet	22
1019	20	f	USA	Mobile	6
1020	40	m	Brazil	Desktop	6
1021	18	f	USA	Mobile	2
1022	33	f	USA	Mobile	11
1023	34	f	Japan	Desktop	6
1024	47	f	UK	Tablet	16
1025	34	f	Brazil	Desktop	0
1026	26	m	Japan	Tablet	4
1027	15	f	USA	Tablet	15
1028	40	m	USA	Desktop	14
1029	28	m	UK	Mobile	1
1030	52	f	Brazil	Desktop	8
1032	51	f	Brazil	Tablet	6
1033	25	m	Germany	Desktop	3
1034	50	m	Brazil	Desktop	19
1035	27	m	UK	Tablet	17
1036	57	f	Germany	Mobile	20
1037	17	m	Germany	Desktop	3
1038	47	f	USA	Tablet	12
1039	20	f	USA	Tablet	0
1040	24	f	Brazil	Desktop	23
1041	19	m	Germany	Mobile	2
1042	37	f	USA	Desktop	15
1044	24	f	UK	Mobile	21
1046	58	f	USA	Mobile	3
1047	16	f	USA	Mobile	22
1049	27	f	Germany	Mobile	15
1050	54	m	Germany	Desktop	18
1051	16	f	Japan	Tablet	0
1052	34	f	UK	Tablet	4
1053	15	m	Germany	Tablet	18
1054	51	f	Brazil	Tablet	21
1055	23	m	UK	Tablet	23
1056	31	f	UK	Tablet	10
1057	23	m	Germany	Desktop	12
1058	25	m	UK	Mobile	19
1060	29	f	Germany	Tablet	4
1061	38	f	USA	Desktop	20
1062	52	f	Japan	Tablet	3
1063	49	m	USA	Tablet	3
1064	44	m	Germany	Mobile	3
1065	45	m	Germany	Mobile	3
1067	19	f	USA	Mobile	19
1068	58	m	Brazil	Tablet	20
1069	28	m	Brazil	Tablet	17
1070	25	f	Brazil	Tablet	17
1071	23	m	Germany	Mobile	15
1072	48	m	UK	Desktop	8
1073	26	f	Germany	Tablet	17
1074	49	m	UK	Tablet	21
1075	49	f	USA	Tablet	1
1076	15	f	Japan	Desktop	20
1078	54	f	UK	Tablet	3
1079	36	f	Brazil	Desktop	11
1080	43	f	Germany	Tablet	6
1081	22	m	USA	Desktop	14
1082	25	m	Brazil	Tablet	6
1083	55	f	USA	Mobile	21
1084	51	f	Japan	Mobile	20
1085	28	m	Germany	Mobile	16
1086	44	f	Germany	Mobile	15
1087	49	f	Japan	Tablet	18
1088	35	f	Germany	Mobile	8
1089	51	m	UK	Desktop	13
1090	19	m	USA	Mobile	16
1091	33	f	Brazil	Mobile	4
1092	28	f	Japan	Mobile	1
1093	40	m	UK	Tablet	19
1094	18	m	Brazil	Mobile	15
1097	39	f	Brazil	Desktop	13
1098	59	f	Japan	Mobile	13
1099	56	m	UK	Mobile	0
1100	39	m	Brazil	Mobile	2
1101	32	m	Brazil	Desktop	6
1102	54	f	UK	Mobile	14
1103	22	m	Germany	Desktop	18
1104	53	f	Brazil	Desktop	19
1106	54	m	USA	Mobile	1
1107	28	m	UK	Desktop	18
1108	46	m	Brazil	Tablet	8
1109	52	m	Japan	Mobile	18
1110	47	f	USA	Mobile	4
1111	37	f	Brazil	Desktop	17
1112	29	m	USA	Desktop	15
1113	47	f	USA	Mobile	3
1114	39	m	Germany	Tablet	11
1115	31	m	USA	Desktop	6
1116	47	m	Germany	Desktop	13
1118	16	m	UK	Tablet	22
1119	28	f	Germany	Tablet	11
1120	54	m	Japan	Mobile	2
1121	54	m	Brazil	Tablet	4
1122	53	f	UK	Mobile	16
1123	20	m	UK	Tablet	9
1124	20	m	Japan	Desktop	9
1125	17	m	Germany	Mobile	10
1126	21	f	Brazil	Mobile	16
1128	22	m	Germany	Mobile	4
1130	56	f	USA	Tablet	12
1131	29	m	Germany	Desktop	9
1132	43	m	UK	Mobile	8
1133	47	f	Brazil	Mobile	16
1134	44	m	Germany	Mobile	0
1135	53	m	Brazil	Mobile	3
1136	41	f	Brazil	Desktop	3
1137	50	f	USA	Tablet	17
1138	43	f	USA	Desktop	8
1139	52	f	UK	Mobile	17
1140	47	f	Japan	Desktop	13
1143	51	m	Brazil	Mobile	14
1144	41	f	Japan	Tablet	5
1145	47	m	UK	Tablet	23
1146	18	m	Brazil	Tablet	9
1147	36	m	Brazil	Mobile	14
1148	16	f	Japan	Desktop	3
1149	24	f	Germany	Tablet	17
1150	19	m	USA	Mobile	17
1151	24	f	Germany	Mobile	16
1152	47	f	Japan	Desktop	11
1153	52	f	USA	Tablet	6
1154	27	f	Germany	Mobile	15
1155	45	m	USA	Desktop	10
1156	50	m	Brazil	Tablet	13
1157	59	f	Germany	Desktop	2
1158	38	m	USA	Desktop	18
1159	29	f	USA	Mobile	17
1160	43	f	USA	Mobile	9
1161	22	m	Germany	Mobile	5
1163	19	m	UK	Desktop	12
1164	43	m	Germany	Mobile	9
1165	18	f	Japan	Desktop	17
1166	26	m	Germany	Desktop	19
1167	59	f	USA	Mobile	15
1170	16	m	Brazil	Tablet	5
1171	41	m	Germany	Tablet	12
1172	45	f	Germany	Tablet	3
1173	50	f	USA	Desktop	22
1174	50	f	Brazil	Desktop	13
1176	40	f	Brazil	Desktop	0
1177	57	f	Japan	Mobile	19
1178	41	f	Germany	Desktop	4
1179	19	f	Brazil	Mobile	7
1180	34	f	Brazil	Mobile	11
1181	25	m	UK	Tablet	1
1182	24	f	UK	Tablet	11
1183	54	f	Brazil	Tablet	4
1184	52	m	Japan	Mobile	21
1185	20	f	Brazil	Mobile	4
1186	22	m	USA	Mobile	12
1187	37	m	Germany	Desktop	8
1188	40	f	Japan	Mobile	9
1189	57	m	USA	Tablet	0
1190	26	f	Japan	Tablet	2
1191	40	m	USA	Mobile	17
1192	27	m	Germany	Mobile	11
1193	54	m	Germany	Tablet	2
1194	32	f	UK	Mobile	8
1195	39	f	USA	Tablet	1
1196	47	m	UK	Desktop	2
1197	54	m	USA	Tablet	13
1198	57	f	UK	Desktop	3
1199	26	f	Germany	Mobile	18
1200	58	m	Japan	Mobile	12
1202	50	m	UK	Desktop	6
1204	18	f	USA	Mobile	11
1205	19	f	USA	Desktop	2
1206	51	f	Germany	Mobile	22
1207	22	f	USA	Tablet	22
1209	56	f	Brazil	Mobile	8
1210	42	m	Japan	Tablet	1
1211	45	f	UK	Tablet	21
1212	23	m	Japan	Desktop	8
1213	43	f	Germany	Mobile	11
1214	28	m	UK	Desktop	11
1215	54	f	UK	Mobile	14
1216	55	f	Brazil	Tablet	1
1217	36	m	Germany	Tablet	17
1219	25	m	USA	Mobile	12
1220	37	f	Brazil	Mobile	13
1221	15	f	Brazil	Desktop	4
1222	51	f	Japan	Mobile	9
1223	35	f	Japan	Mobile	11
1224	40	f	Japan	Mobile	9
1225	50	m	Brazil	Desktop	23
1226	37	m	USA	Mobile	10
1228	15	f	UK	Tablet	1
1229	54	m	Japan	Desktop	4
1230	29	m	USA	Desktop	6
1231	35	m	Germany	Tablet	5
1232	23	f	Japan	Tablet	21
1233	23	m	UK	Tablet	22
1234	24	f	Germany	Mobile	2
1235	40	m	Germany	Tablet	12
1236	55	f	UK	Mobile	2
1237	49	m	Japan	Desktop	23
1238	39	f	Brazil	Desktop	20
1239	40	f	UK	Tablet	5
1240	25	m	UK	Mobile	10
1242	52	f	UK	Tablet	16
1243	16	f	Germany	Tablet	9
1244	21	f	USA	Mobile	11
1245	32	f	Brazil	Tablet	16
1246	41	f	Japan	Desktop	3
1247	48	f	Japan	Tablet	1
1248	41	f	USA	Mobile	10
1249	31	f	UK	Mobile	6
1253	57	m	Brazil	Desktop	1
1254	58	m	Japan	Mobile	17
1255	38	f	Japan	Mobile	20
1256	39	f	UK	Desktop	3
1258	21	m	USA	Tablet	7
1259	20	m	Brazil	Desktop	19
1261	38	m	USA	Tablet	13
1262	47	f	USA	Desktop	11
1263	43	m	Brazil	Tablet	21
1264	57	f	Brazil	Desktop	20
1265	36	f	Japan	Tablet	17
1266	40	m	Japan	Desktop	10
1267	42	f	Brazil	Tablet	7
1270	35	f	Germany	Desktop	1
1271	21	f	Japan	Mobile	14
1272	31	f	Germany	Tablet	8
1273	34	m	Brazil	Desktop	18
1274	55	m	Japan	Tablet	19
1275	34	f	USA	Tablet	7
1276	36	f	Brazil	Desktop	18
1277	42	m	UK	Tablet	4
1278	54	f	Germany	Desktop	10
1279	21	m	Brazil	Mobile	14
1280	15	f	Brazil	Tablet	7
1281	46	f	Japan	Mobile	18
1282	27	m	Japan	Tablet	22
1283	44	m	Japan	Tablet	7
1284	37	m	UK	Tablet	18
1286	33	m	Japan	Desktop	17
1287	46	f	Brazil	Mobile	9
1288	44	m	Japan	Tablet	6
1289	43	f	USA	Desktop	8
1290	59	m	Japan	Tablet	0
1291	43	m	UK	Desktop	18
1292	44	f	USA	Tablet	4
1293	30	m	Brazil	Mobile	18
1294	54	m	Brazil	Mobile	0
1295	33	m	Germany	Tablet	14
1296	32	m	USA	Desktop	15
1298	15	f	Germany	Tablet	22
1299	28	f	USA	Desktop	6
1300	16	m	USA	Tablet	11
1301	42	m	UK	Desktop	7
1302	44	m	Germany	Mobile	4
1303	52	f	UK	Tablet	9
1304	18	f	USA	Mobile	20
1305	15	f	Brazil	Mobile	4
1307	22	f	USA	Tablet	16
1308	43	m	UK	Tablet	4
1309	53	m	Germany	Desktop	21
1310	17	m	Germany	Desktop	14
1311	46	f	UK	Mobile	12
1312	24	m	Germany	Desktop	0
1313	24	f	Japan	Desktop	10
1315	33	f	Brazil	Tablet	22
1316	48	m	Brazil	Desktop	0
1318	47	m	Brazil	Mobile	10
1319	37	m	Germany	Desktop	17
1321	42	f	Germany	Mobile	17
1322	46	f	USA	Tablet	20
1323	21	m	USA	Mobile	15
1324	43	m	Brazil	Desktop	12
1325	22	f	Japan	Tablet	6
1327	15	m	USA	Desktop	0
1329	17	f	USA	Tablet	15
1330	38	f	Germany	Tablet	0
1331	37	m	Japan	Desktop	16
1332	22	m	Brazil	Desktop	5
1333	51	m	USA	Tablet	1
1334	17	m	Japan	Tablet	16
1335	47	f	Japan	Desktop	5
1336	42	f	Brazil	Mobile	13
1337	22	f	Japan	Desktop	17
1339	48	m	Japan	Tablet	5
1340	49	f	Japan	Desktop	9
1342	46	m	USA	Mobile	23
1343	38	m	Brazil	Desktop	17
1345	28	m	Japan	Tablet	8
1346	46	m	Japan	Desktop	7
1347	57	m	USA	Tablet	9
1348	30	m	Brazil	Tablet	16
1349	18	f	Germany	Desktop	22
1350	51	m	USA	Tablet	5
1351	35	f	Brazil	Tablet	13
1352	28	f	Japan	Mobile	21
1353	45	m	Brazil	Mobile	21
1354	32	m	Brazil	Mobile	5
1355	21	m	Brazil	Mobile	6
1356	24	f	Germany	Tablet	11
1357	21	m	Brazil	Desktop	2
1358	47	f	Germany	Tablet	13
1360	37	m	Japan	Tablet	21
1362	35	m	Germany	Tablet	18
1363	33	f	Japan	Desktop	22
1364	33	f	Japan	Mobile	15
1365	50	m	Germany	Tablet	6
1366	43	f	USA	Tablet	7
1367	32	f	UK	Mobile	17
1368	16	f	Brazil	Tablet	12
1369	15	f	UK	Desktop	20
1371	19	f	Brazil	Tablet	8
1372	34	m	Brazil	Tablet	9
1373	25	m	Japan	Mobile	20
1374	56	f	Brazil	Tablet	22
1375	16	m	Brazil	Tablet	8
1376	17	m	Germany	Desktop	14
1377	37	f	UK	Mobile	19
1378	26	m	Germany	Mobile	1
1379	34	f	Brazil	Desktop	12
1380	19	f	Japan	Tablet	1
1381	51	m	Germany	Mobile	18
1382	52	f	Germany	Mobile	1
1383	44	f	USA	Tablet	2
1384	23	f	Brazil	Tablet	5
1385	48	f	Japan	Mobile	2
1386	58	f	Germany	Tablet	9
1387	49	m	Germany	Mobile	23
1388	36	m	Japan	Tablet	5
1389	58	f	Brazil	Tablet	22
1390	38	f	USA	Desktop	15
1393	31	m	Germany	Tablet	16
1394	24	f	USA	Desktop	18
1395	44	m	UK	Tablet	2
1396	37	f	Brazil	Mobile	17
1397	46	f	UK	Mobile	6
1398	31	f	UK	Tablet	8
1399	31	f	UK	Tablet	19
1401	28	f	Brazil	Mobile	11
1402	23	f	Brazil	Tablet	4
1403	54	f	Japan	Desktop	2
1404	16	m	USA	Desktop	10
1405	59	m	USA	Desktop	3
1406	39	m	Japan	Desktop	4
1407	53	f	Japan	Desktop	0
1408	23	f	UK	Tablet	17
1410	36	f	Japan	Tablet	11
1411	57	f	Germany	Desktop	12
1413	18	f	USA	Tablet	8
1414	40	f	Japan	Tablet	1
1416	43	f	Germany	Desktop	4
1418	59	m	Germany	Tablet	12
1419	48	f	Germany	Tablet	15
1420	37	m	Germany	Tablet	15
1421	51	m	UK	Desktop	23
1422	25	f	Germany	Tablet	2
1423	20	f	UK	Mobile	21
1424	32	m	UK	Mobile	3
1425	35	m	Germany	Desktop	10
1426	56	f	USA	Mobile	22
1427	50	f	Germany	Desktop	13
1428	55	m	Germany	Mobile	2
1429	52	f	Germany	Mobile	15
1430	48	f	USA	Mobile	21
1431	31	f	Brazil	Desktop	14
1432	51	m	Brazil	Desktop	9
1433	39	m	UK	Tablet	8
1434	52	m	UK	Desktop	10
1435	26	f	USA	Mobile	15
1437	37	f	Japan	Mobile	9
1438	56	m	Brazil	Desktop	16
1439	36	m	UK	Desktop	18
1440	35	m	Brazil	Desktop	1
1441	41	f	USA	Tablet	23
1442	45	m	USA	Mobile	22
1443	20	m	Japan	Tablet	1
1444	41	f	Japan	Tablet	5
1445	54	f	USA	Mobile	18
1446	48	f	UK	Mobile	7
1447	26	m	Brazil	Desktop	2
1449	59	f	Germany	Desktop	13
1450	21	f	Japan	Tablet	15
1451	24	m	Germany	Desktop	0
1452	59	f	UK	Desktop	20
1453	31	m	Japan	Mobile	2
1454	40	m	Germany	Mobile	21
1455	35	f	UK	Desktop	17
1456	42	f	Brazil	Mobile	8
1457	16	f	UK	Desktop	5
1458	57	f	Japan	Mobile	22
1459	15	f	USA	Mobile	20
1461	50	f	Brazil	Mobile	0
1462	40	m	Germany	Mobile	20
1463	43	m	Japan	Desktop	9
1464	35	f	USA	Tablet	5
1465	25	m	UK	Mobile	22
1466	54	f	USA	Desktop	11
1467	25	m	Japan	Desktop	3
1469	50	m	Japan	Mobile	12
1470	53	m	USA	Tablet	16
1471	54	f	UK	Mobile	7
1472	49	m	USA	Desktop	19
1473	48	f	Japan	Tablet	2
1474	38	m	Japan	Desktop	11
1475	36	m	Germany	Mobile	6
1476	19	m	Germany	Tablet	11
1477	47	m	Brazil	Desktop	1
1478	50	m	Japan	Desktop	23
1479	34	f	Germany	Desktop	13
1480	33	f	USA	Mobile	21
1481	49	m	UK	Tablet	22
1483	57	m	USA	Mobile	4
1484	31	m	UK	Mobile	8
1485	59	m	Germany	Mobile	20
1486	57	f	Brazil	Tablet	10
1488	48	m	USA	Mobile	4
1489	23	f	USA	Mobile	2
1490	40	m	USA	Mobile	16
1491	16	f	UK	Mobile	1
1492	23	m	Germany	Desktop	23
1493	23	m	USA	Mobile	0
1494	54	f	USA	Desktop	6
1495	31	m	Brazil	Mobile	13
1496	15	m	Brazil	Tablet	4
1497	39	m	Germany	Desktop	18
1498	57	f	Germany	Desktop	10
1499	54	m	Japan	Desktop	22
1500	56	m	Brazil	Desktop	1
1501	39	f	Japan	Tablet	7
1502	53	f	UK	Mobile	8
1503	49	f	Japan	Desktop	2
1504	17	m	USA	Tablet	1
1505	51	m	Japan	Desktop	6
1506	58	m	Germany	Mobile	4
1507	58	f	UK	Desktop	20
1508	44	m	USA	Tablet	4
1509	52	m	Japan	Mobile	19
1511	48	f	UK	Tablet	12
1513	26	f	UK	Mobile	20
1514	33	f	USA	Mobile	19
1515	51	f	Japan	Mobile	5
1516	58	f	UK	Desktop	19
1517	31	m	UK	Tablet	17
1518	24	f	Brazil	Tablet	1
1519	26	m	UK	Tablet	5
1520	30	m	Brazil	Mobile	8
1521	38	f	Japan	Desktop	2
1522	33	f	Japan	Mobile	0
1524	22	f	Japan	Tablet	0
1525	45	m	Germany	Desktop	18
1527	35	f	Japan	Desktop	4
1528	31	f	UK	Desktop	12
1530	37	f	USA	Tablet	18
1531	51	f	Brazil	Desktop	11
1532	30	f	Germany	Desktop	15
1533	20	m	Japan	Mobile	18
1534	22	m	Japan	Mobile	2
1535	39	m	USA	Desktop	11
1536	32	f	USA	Desktop	4
1537	39	f	Germany	Mobile	1
1538	26	f	Brazil	Mobile	21
1539	29	m	Japan	Mobile	6
1540	40	f	Germany	Tablet	12
1541	55	f	UK	Tablet	14
1542	59	f	UK	Mobile	21
1543	40	m	Germany	Desktop	2
1544	46	f	Japan	Mobile	20
1545	24	m	Germany	Tablet	19
1546	30	f	Japan	Desktop	4
1547	21	m	USA	Tablet	23
1549	31	m	Germany	Desktop	7
1551	37	m	Japan	Tablet	21
1552	40	f	Germany	Desktop	0
1553	35	f	Germany	Desktop	7
1554	36	m	Japan	Desktop	23
1555	21	m	Japan	Desktop	17
1556	28	f	Brazil	Tablet	19
1557	29	f	Germany	Tablet	15
1558	21	m	UK	Desktop	17
1559	23	f	Germany	Desktop	19
1560	22	f	Germany	Tablet	11
1562	37	f	Japan	Desktop	12
1563	43	f	Germany	Desktop	12
1564	32	m	Germany	Desktop	9
1565	45	f	UK	Mobile	6
1566	44	f	Japan	Desktop	13
1567	53	m	Germany	Mobile	23
1568	49	m	USA	Desktop	15
1570	32	f	Brazil	Tablet	14
1572	56	f	UK	Mobile	11
1573	53	f	Germany	Mobile	8
1574	31	f	USA	Desktop	7
1575	28	m	Germany	Desktop	17
1576	45	m	Germany	Mobile	22
1577	38	m	Japan	Tablet	17
1578	49	f	Japan	Tablet	12
1579	58	f	Japan	Desktop	17
1580	59	f	USA	Tablet	14
1581	48	f	Germany	Tablet	3
1582	17	m	Brazil	Desktop	16
1583	51	m	UK	Tablet	4
1584	57	f	Japan	Desktop	21
1585	54	m	Japan	Mobile	15
1586	40	f	Germany	Desktop	8
1587	37	f	Germany	Mobile	9
1588	58	m	USA	Mobile	23
1589	53	f	USA	Tablet	17
1590	29	f	Japan	Tablet	16
1591	18	m	Germany	Tablet	17
1592	43	f	Brazil	Desktop	6
1593	36	f	UK	Tablet	3
1594	39	m	Germany	Mobile	4
1595	27	f	Germany	Tablet	22
1596	32	m	USA	Tablet	15
1597	47	f	UK	Desktop	2
1599	30	m	Japan	Desktop	17
1600	59	m	Germany	Mobile	22
1601	56	m	Japan	Desktop	20
1603	58	f	Germany	Tablet	13
1604	16	m	Japan	Desktop	14
1605	49	m	UK	Mobile	16
1606	56	m	USA	Tablet	0
1607	48	m	UK	Mobile	20
1608	44	m	Brazil	Desktop	16
1611	27	f	USA	Desktop	22
1613	27	f	UK	Mobile	10
1614	32	f	Brazil	Tablet	16
1615	46	f	Germany	Desktop	13
1616	46	f	Germany	Desktop	19
1617	49	f	Japan	Tablet	18
1618	53	f	USA	Desktop	20
1619	43	m	Germany	Mobile	6
1620	43	f	USA	Desktop	23
1621	58	m	Germany	Desktop	12
1622	30	m	Japan	Tablet	17
1623	58	f	UK	Mobile	22
1624	24	m	Japan	Tablet	13
1625	44	m	Brazil	Desktop	0
1626	39	m	Germany	Desktop	6
1627	53	m	Brazil	Tablet	7
1628	34	f	Brazil	Tablet	17
1629	19	f	USA	Tablet	8
1630	15	f	Germany	Mobile	0
1632	44	f	Brazil	Desktop	21
1633	17	f	UK	Tablet	16
1634	59	f	Brazil	Desktop	18
1635	28	f	UK	Mobile	5
1636	44	f	USA	Mobile	2
1637	18	f	Brazil	Mobile	23
1638	32	f	Japan	Mobile	4
1639	51	m	USA	Desktop	1
1640	39	f	UK	Mobile	19
1641	15	m	USA	Mobile	3
1642	29	m	Brazil	Tablet	9
1643	23	m	Germany	Mobile	9
1644	29	m	Germany	Tablet	23
1646	38	f	UK	Mobile	20
1647	18	m	UK	Mobile	10
1648	26	f	Germany	Tablet	15
1649	51	f	UK	Mobile	16
1650	51	m	USA	Desktop	15
1652	57	f	Japan	Desktop	6
1653	20	m	Japan	Mobile	15
1654	53	m	USA	Desktop	2
1655	38	f	Japan	Tablet	15
1656	25	f	Brazil	Mobile	7
1657	27	m	USA	Mobile	11
1658	48	f	UK	Tablet	2
1659	39	f	USA	Tablet	16
1660	21	f	Germany	Tablet	20
1661	18	m	UK	Mobile	17
1662	22	m	Germany	Tablet	10
1663	34	f	UK	Tablet	3
1664	43	f	Japan	Desktop	15
1665	59	f	USA	Desktop	16
1666	24	f	Brazil	Mobile	8
1667	57	f	UK	Desktop	5
1669	48	m	UK	Desktop	23
1670	40	f	Germany	Tablet	19
1671	55	m	Japan	Tablet	1
1672	17	f	Germany	Desktop	8
1674	20	m	Germany	Desktop	20
1675	19	f	Japan	Desktop	5
1676	19	m	Brazil	Mobile	2
1677	37	f	Germany	Mobile	19
1678	23	m	Germany	Mobile	5
1679	49	m	UK	Desktop	6
1680	34	m	Japan	Desktop	0
1682	56	m	USA	Mobile	22
1683	49	m	Brazil	Mobile	0
1684	32	m	Brazil	Desktop	4
1685	31	f	Japan	Tablet	5
1686	38	m	UK	Mobile	12
1687	17	f	UK	Desktop	1
1688	46	f	Japan	Desktop	14
1689	49	f	UK	Tablet	14
1690	52	f	Brazil	Desktop	12
1691	27	f	Brazil	Desktop	13
1692	39	m	USA	Mobile	21
1693	23	m	Japan	Mobile	6
1694	18	m	Germany	Tablet	13
1695	28	f	Germany	Tablet	23
1696	51	m	USA	Desktop	9
1697	48	m	USA	Mobile	16
1699	25	m	UK	Tablet	13
1700	55	m	USA	Tablet	7
1701	17	m	USA	Tablet	3
1702	42	f	Germany	Desktop	15
1703	43	m	UK	Mobile	23
1704	23	f	USA	Tablet	12
1705	17	f	USA	Mobile	21
1706	39	f	UK	Tablet	19
1707	48	f	Japan	Tablet	17
1708	26	f	UK	Mobile	13
1709	56	m	Germany	Mobile	17
1710	23	m	Japan	Mobile	4
1711	29	m	Brazil	Desktop	8
1712	54	f	UK	Tablet	2
1715	39	m	Germany	Desktop	7
1717	19	m	Japan	Mobile	19
1718	25	f	UK	Tablet	21
1719	48	f	USA	Desktop	9
1720	38	f	UK	Tablet	21
1721	29	f	Brazil	Desktop	18
1722	52	m	UK	Mobile	20
1723	22	f	Japan	Desktop	2
1724	19	f	Japan	Tablet	10
1725	40	m	UK	Tablet	10
1726	32	m	Japan	Tablet	16
1727	20	f	USA	Tablet	15
1728	51	m	UK	Mobile	6
1729	27	f	USA	Desktop	3
1730	42	f	USA	Mobile	22
1731	19	m	Germany	Mobile	18
1732	27	m	UK	Mobile	11
1733	31	f	Japan	Tablet	14
1734	54	f	USA	Tablet	10
1736	59	f	Germany	Tablet	4
1737	46	m	UK	Desktop	4
1740	43	f	UK	Tablet	14
1741	17	f	Brazil	Desktop	17
1742	54	f	Brazil	Tablet	10
1743	48	f	USA	Tablet	11
1744	54	f	Brazil	Mobile	1
1745	41	m	USA	Mobile	19
1746	27	f	Japan	Mobile	14
1747	59	f	USA	Desktop	19
1748	47	f	Brazil	Desktop	3
1749	20	f	Japan	Tablet	21
1751	38	m	Brazil	Desktop	17
1752	33	m	USA	Tablet	5
1753	30	m	Germany	Desktop	22
1754	54	f	UK	Desktop	18
1755	42	f	Brazil	Desktop	10
1757	47	m	USA	Mobile	23
1758	55	m	Japan	Desktop	1
1759	27	m	Brazil	Mobile	7
1760	57	f	Brazil	Mobile	10
1761	59	f	UK	Desktop	4
1762	39	m	USA	Tablet	17
1764	56	m	Germany	Tablet	22
1765	50	m	Japan	Tablet	17
1766	41	f	USA	Desktop	13
1768	52	f	Japan	Tablet	21
1769	21	f	Brazil	Mobile	9
1770	19	m	UK	Tablet	2
1771	57	m	UK	Desktop	8
1772	59	f	Germany	Tablet	2
1773	45	m	UK	Mobile	10
1774	37	f	Brazil	Desktop	11
1775	56	m	Germany	Tablet	11
1776	24	m	USA	Desktop	2
1777	46	m	UK	Desktop	20
1778	57	m	Germany	Desktop	6
1779	44	f	Brazil	Tablet	13
1780	53	m	Japan	Desktop	23
1781	45	f	Japan	Tablet	10
1782	32	f	Brazil	Mobile	6
1783	50	f	Brazil	Tablet	20
1784	16	m	Japan	Mobile	9
1785	28	f	Germany	Tablet	10
1786	27	f	Japan	Desktop	14
1787	43	f	Brazil	Tablet	18
1788	26	m	UK	Desktop	15
1789	53	m	USA	Mobile	21
1790	16	f	UK	Tablet	20
1791	46	m	UK	Desktop	19
1792	27	f	Brazil	Mobile	11
1793	41	f	Japan	Mobile	17
1794	55	m	Germany	Tablet	22
