id	name
3091	wolfgang amadeus mozart david shifrin mostly mozart orchestra gerard schwarz
3092	les miserablesoriginal london cast
3093	meat puppets
3094	stan bush
3095	david bowie mick jagger
3096	the firm
3097	jeff beck rod stewart
3098	europe
3099	beastie boys
3100	crowded house
3101	rundmc aerosmith
3102	cutting crew
3103	peter cetera
3104	saltnpepa
3105	chris de burgh
3106	dwight yoakam
3107	pet shop boys
3108	bruce hornsby the range
3109	the bangles
3110	the georgia satellites
3111	berlin
3112	eddie santiago
3113	cinderella
3114	steve earle
3115	poison
3116	randy travis
3117	los enanitos verdes
3118	tesla
3119	misfits glenn danzig
3120	megadeth
3121	janet jackson
3122	johann pachelbel sir neville marriner academy of st martin in the fields
3123	stacey q
3124	the gregg allman band
3125	peter cetera amy grant
3126	melisa morgan
3127	秋元薫
3128	david lee roth
3129	the communards sarah jane morris
3130	billy joel ray charles
3131	misfits
3132	atlantic starr
3133	yanni
3134	cocteau twins harold budd
3135	miguel mateos zas
3136	mecano
3137	harold budd
3138	hüsker dü
3139	gabriel faure sir neville marriner academy of st martin in the fields
3140	glenn medeiros
3141	linda ronstadt james ingram
3142	ready for the world louil silas jr
3143	gregory abbott
3144	eddie palmieri
3145	shirley murdock
3146	antonio vivaldi james tyler robin jeffrey the english concert trevor pinnock
3147	paul simon general mdshirinda the gaza sisters
3148	belinda carlisle
3149	antonio aguilar
3150	reba mcentire
3151	loose ends
3152	soul asylum
3153	1986 omega tribe
3154	the chameleons
3155	ana gabriel
3156	guns n roses
3157	rick astley
3158	nitty gritty dirt band
3159	eazye
3160	tiffany
3161	luis miguel
3162	mel kim
3163	john hiatt
3164	keith sweat jacci mcghee
3165	dolly parton linda ronstadt emmylou harris
3166	bill medley jennifer warnes
3167	midnight oil
3168	michael jackson siedah garrett
3169	edith piaf
3170	the system
3171	rick astley pete hammond
3172	sting
3173	willie nelson merle haggard
3174	patrick swayze wendy fraser
3175	keith sweat
3176	flans
3177	pat metheny group
3178	duncan dhu
3179	sam the sham the pharaohs
3180	eric b rakim
3181	terence trent darby
3182	richard marx
3183	the deele
3184	nwa
3185	white lion
3186	great white
3187	los lobos
3188	up4
3189	enya
3190	eric b rakim marley marl
3191	el tri
3192	mickey sylvia
3193	roger
3194	gerard mcmann
3195	maurice williams the zodiacs
3196	kathy mattea
3197	lisa lisa cult jam
3198	expose
3199	public image ltd
3200	joe satriani
3201	wolfgang amadeus mozart the monteverdi choir english baroque soloists john eliot gardiner
3202	nice wild
3203	lou gramm
3204	dyango
3205	tpau
3206	rush aimee mann
3207	dj jazzy jeff the fresh prince
3208	level 42
3209	2 live crew
3210	tracy chapman
3211	pixies
3212	the pogues kirsty maccoll
3213	danzig
3214	janes addiction
3215	bobby mcferrin
3216	traveling wilburys
3217	fine young cannibals
3218	the proclaimers
3219	living colour
3220	when in rome
3221	sonic youth
3222	erasure
3223	roxette
3224	bobby brown
3225	eazye ice cube
3226	taylor dayne
3227	eazye ice cube dj yella
3228	paula abdul
3229	the church
3230	winger
3231	lita ford ozzy osbourne
3232	slick rick
3233	rob base dj ez rock
3234	lyle lovett
3235	john conlee
3236	guy
3237	edward elgar jacqueline du pre sir john barbirolli london symphony orchestra
3238	los fabulosos cadillacs
3239	al b sure
3240	eazye dr dre mc ren
3241	lita ford
3242	caifanes
3243	cowboy junkies
3244	morrissey
3245	grupo niche
3246	new kids on the block
3247	sir mixalot
3248	kix
3249	jahloul bouchikhi j chico bouchinkhi n reyes n reyes and s diaz nicolas reyes ritchie valens simon diaz t baliardo tonino baliardo gipsy kings
3250	edie brickell new bohemians
3251	emmanuel
3252	johnny hates jazz
3253	vern gosdin
3254	los terribles del norte
3255	jj fad
3256	epmd
3257	big daddy kane
3258	karyn white
3259	wolfgang amadeus mozart capella istropolitana wolfgang sobotka
3260	isabel pantoja
3261	the sugarcubes
3262	information society
3263	martika
3264	queensrÿche
3265	ludwig van beethoven jenő jando
3266	vixen
3267	suicide
3268	boy meets girl
3269	helloween
3270	harold faltermeyer
3271	heroes del silencio
3272	leroy anderson
3273	kylie minogue
3274	henson cargill
3275	ricardo montaner
3276	tom petty
3277	faith no more
3278	skid row
3279	young mc
3280	alan jackson
3281	depeche mode francois kevorkian
3282	fugazi
3283	alannah myles
3284	nine inch nails
3285	stan getz joao gilberto astrud gilberto
3286	michael bolton
3287	red hot chili peppers
3288	clint black
3289	bad english
3290	peter schilling
3291	warrant
3292	indigo girls
3293	chris isaak
3294	harry connick jr
3295	troop
3296	toneloc
3297	technotronic
3298	one way
3299	michelle
3300	dionne warwick elton john gladys knight stevie wonder
3301	linda ronstadt aaron neville
3302	vince gill
3303	soul ii soul caron wheeler
3304	cher peter cetera
3305	after 7
3306	stan getz joao gilberto astrud gilberto antonio carlos jobim
3307	debbie gibson
3308	operation ivy
3309	the kentucky headhunters
3310	nirvana
3311	sawyer brown
3312	the stone roses
3313	robert schumann ivan moravec
3314	faster pussycat
3315	tears for fears oleta adams
3316	classics iv
3317	la guns
3318	the seekers
3319	the smithereens
3320	marisela
3321	lisa stansfield ian devaney andy morris
3322	daniela romo
3323	maze frankie beverly
3324	antonio vivaldi nigel kennedy english chamber orchestra
3325	danny elfman
3326	galaxie 500
3327	stan getz joao gilberto antonio carlos jobim
3328	steven curtis chapman
3329	too hort
3330	peter murphy
3331	joe hisaishi
3332	the doc
3333	babyface
3334	julio chaidez
3335	love and rockets
3336	mily balakirev christian spring
3337	gloria trevi
3338	claude debussy timothy hutchins orchestre symphonique de montreal charles dutoit
3339	richard wagner budapest symphony orchestra györgy lehel
3340	jane child
3341	mary chapin carpenter
3342	exodus
3343	luther vandross cheryl lynn
3344	mykola dmytrovych leontovych john williams
3345	alice in chains
3346	elton john kiki dee
3347	a tribe called quest
3348	the black crowes
3349	bell biv devoe
3350	pantera
3351	mc hammer
3352	sinead oconnor
3353	extreme
3354	wilson phillips
3355	digital underground
3356	the las
3357	depeche mode daniel miller phil legg
3358	they might be giants
3359	temple of the dog
3360	travis tritt
3361	c c music factory
3362	mana
3363	social distortion
3364	tony toni tone
3365	damn yankees
3366	cw mccall
3367	vanilla ice
3368	public enemy
3369	jon bon jovi
3370	guayacan orquesta
3371	johnny gill
3372	firehouse
3373	jerry rivera
3374	blues traveler
3375	hifive
3376	eric johnson
3377	en vogue
3378	tommy dorsey frank sinatra the pied pipers
3379	levert
3380	juan luis guerra 440
3381	ralph tresvant
3382	pam tillis
3383	deeelite
3384	mariah carey
3385	los temerarios
3386	john williams boston pops orchestra
3387	link wray the wraymen
3388	the sundays
3389	tony terry
3390	alejandra guzman
3391	kay kyser his orchestra
3392	traditional john williams
3393	kid frost
3394	concrete blonde
3395	john williams
3396	phish
3397	oleta adams
3398	samuray
3399	snap
3400	mazzy star
3401	gilberto santa rosa
3402	black box
3403	johann sebastian bach orpheus chamber orchestra
3404	pandora
3405	the waitresses
3406	los bondadosos
3407	gary moore
3408	the cry
3409	grupo toppaz de reynaldo flores
3410	maurice ravel louis lortie helène mercier
3411	wynton marsalis
3412	tracie spencer
3413	pirates of the mississippi
3414	los prisioneros
3415	ice cube
3416	hugh martin mel torme
3417	liberacion
3418	pearl jam
3419	diamond rio
3420	sublime
3421	bobby caldwell
3422	alan jackson jimmy buffett
3423	trisha yearwood
3424	geto boys
3425	boyz ii men
3426	spin doctors
3427	hal ketchum
3428	mr big
3429	marc cohn
3430	angela lansbury jerry orbach chorus beauty and the beast
3431	primus
3432	soundgarden
3433	richard white paige ohara chorus beauty and the beast
3434	eddie rabbitt
3435	robby benson jerry orbach paige ohara angela lansbury david ogden stiers
3436	shakin stevens
3437	marky mark and the funky bunch loleatta holloway
3438	my bloody valentine
3439	naughty by nature
3440	mint condition
3441	la mafia
3442	toad the wet sprocket
3443	crystal waters
3444	lenny kravitz
3445	aaron tippin
3446	cypress hill
3447	black sheep
3448	dj quik
3449	color me badd
3450	amy grant
3451	jodeci
3452	emf
3453	vic mizzy and his orchestra and chorus
3454	heavy d the boyz aaron hall
3455	vanessa williams
3456	christopher williams
3457	ludwig van beethoven nelly kokinos
3458	pennywise
3459	stevie b
3460	suzanne vega dna
3461	divinyls
3462	richard thompson
3463	maldita vecindad y los hijos del 5to patio
3464	antonin dvořak prague chamber orchestra petr skvor
3465	jesus jones
3466	matthew sweet
3467	el general anayka
3468	nice smooth
3469	richard white jesse corti chorus beauty and the beast
3470	tom cochrane
3471	steelheart
3472	mc breed dfc
3473	sounds of blackness
3474	freddy fender
3475	los traileros del norte
3476	rage against the machine
3477	blind melon
3478	4 non blondes
3479	dr dre snoop dogg
3480	chalino sanchez los amables del norte
3481	the pharcyde
3482	swv
3483	white zombie
3484	mary j blige
3485	stone temple pilots
3486	annie lennox
3487	gin blossoms
3488	lee greenwood
3489	kris kross
3490	dr dre
3491	mark chesnutt
3492	dr dre jewell
3493	redman
3494	billy ray cyrus
3495	pete rock cl smooth
3496	helmet
3497	bruce adler
3498	silk
3499	jade
3500	los yonics marco antonio solis
3501	barenaked ladies
3502	confederate railroad
3503	go west
3504	tlc
3505	wreckxneffect
3506	n2deep
3507	shai
3508	celine dion peabo bryson
3509	grupo libra
3510	joan sebastian antonio aguilar
3511	cliff edwards disney studio chorus
3512	10000 maniacs
3513	industria del amor
3514	cece peniston
3515	lea salonga brad kane
3516	shai bill appleberry
3517	the lemonheads
3518	los acosta
3519	l7
3520	uncle tupelo
3521	dream theater
3522	ugly kid joe
3523	brian mcknight
3524	mijares
3525	selena
3526	tropical panama
3527	rey ruiz
3528	screaming trees
3529	shawn mullins
3530	right said fred
3531	brad kane
3532	chalino sanchez
3533	tool
3534	sergio mendes
3535	hezekiah walker love fellowship choir
3536	the elgins
3537	mother love bone
3538	urge overkill
3539	myriam hernandez
3540	ministry
3541	jon secada
3542	joan sebastian
3543	patty smyth don henley
3544	face to face
3545	stereo mcs
3546	radiohead
3547	counting crows
3548	snoop dogg daz dillinger
3549	wutang clan
3550	the cranberries
3551	2pac
3552	sammy kershaw
3553	israel kamakawiwoole
3554	the smashing pumpkins
3555	2pac digital underground
3556	candlebox
3557	ray parker jr
3558	snoop dogg
3559	snoop dogg kurupt warren g nate dogg
3560	htown
3561	souls of mischief
3562	ace of base
3563	haddaway
3564	sheryl crow
3565	the breeders
3566	martina mcbride
3567	brooks dunn
3568	grupo bryndis
3569	melissa etheridge
3570	the flaming lips
3571	brownstone
3572	rockwell
3573	digable planets
3574	celine dion
3575	los fugitivos
3576	cracker
3577	saltnpepa en vogue
3578	rosie the originals
3579	robin s
3580	big head todd and the monsters
3581	tag team
3582	r kelly
3583	carlos vives
3584	chaka demus pliers
3585	onyx
3586	tracy lawrence
3587	banda machos
3588	the five satins
3589	toni braxton
3590	mi banda el mexicano
3591	slowdive
3592	victor manuelle
3593	enigma
3594	james
3595	elton john george michael
3596	john williams itzhak perlman boston symphony orchestra
3597	tropicalisimo apache
3598	the fleetwoods
3599	type o negative
3600	faith hill
3601	porno for pyros
3602	johnny maestro the crests
3603	krsone
3604	guardianes del amor
3605	butthole surfers
3606	snow
3607	lords of the underground
3608	mc breed
3609	raulin rodriguez
3610	snoop dogg nancy fletcher
3611	xscape
3612	con funk shun
3613	bing crosby the andrews sisters vic schoen his orchestra
3614	julio jaramillo
3615	little texas
3616	ricardo arjona
3617	snoop dogg tha dogg pound the dramatics
3618	domino
3619	widespread panic
3620	gloria estefan
3621	frank sinatra bobby tucker singers
3622	pyotr ilyich tchaikovsky carol rosenberger
3623	peabo bryson regina belle
3624	melvins
3625	clay walker
3626	weezer
3627	green day
3628	david lee murphy
3629	the notorious big
3630	warren g nate dogg
3631	beck
3632	house of pain
3633	hootie the blowfish
3634	collective soul
3635	tracy byrd
3636	jason weaver rowan atkinson laura williams
3637	nathan lane ernie sabella jason weaver joseph williams
3638	alison krauss union station
3639	jeff buckley
3640	bone thugsnharmony
3641	toadies
3642	live
3643	tim mcgraw
3644	dave matthews band
3645	ice cube das efx
3646	carmen twillie lebo m
3647	warren g oglb
3648	joseph williams sally dworsky nathan lane ernie sabella kristle edwards
3649	aaliyah
3650	claude debussy martin jones
3651	seal
3652	nas
3653	brandy
3654	biz markie
3655	pretenders bob clearmountain
3656	bone thugsnharmony eazye
3657	big mountain tom lordalge
3658	dinosaur jr
3659	korn
3660	all4one
3661	ini kamoze salaam remi
3662	blackstreet
3663	rusted root
3664	ella fitzgerald the delta rhythm boys
3665	john michael montgomery
3666	the tokens
3667	soul for real heavy d
3668	desree
3669	method man
3670	the offspring
3671	gang starr
3672	lisa loeb
3673	portishead
3674	outkast
3675	king floyd
3676	skeeter davis
3677	lalo rodriguez
3678	bootsy collins
3679	hole
3680	zhane
3681	banda toro
3682	craig mack
3683	69 boyz
3684	swv allen gordon jr aka allstar arty skye
3685	jeremy irons whoopi goldberg cheech marin jim cummings
3686	blackhawk
3687	oasis
3688	corrosion of conformity
3689	nas az olu dara
3690	pedro fernandez
3691	coolio
3692	the notorious big method man
3693	da brat
3694	nick cave the bad seeds
3695	crash test dummies
3696	20 fingers gillette
3697	the wiggles
3698	sponge
3699	hans zimmer lebo m
3700	veruca salt
3701	maurice ravel andre laplante
3702	the champs
3703	aphex twin
3704	pavement
3705	coolio lv
3706	luniz michael marshall
3707	shania twain
3708	mobb deep
3709	montell jordan wino
3710	no doubt
3711	deep blue something
3712	randy newman
3713	the presidents of the united states of america
3714	the goo goo dolls
3715	supergrass
3716	marilyn manson
3717	seven mary three
3718	filter
3719	jewel
3720	ol dirty bastard
3721	soul for real
3722	junior mafia
3723	skeelo
3724	rhett akins
3725	judy kuhn
3726	groove theory
3727	better than ezra
3728	311
3729	bobby pulido
3730	mariah carey boyz ii men
3731	silverchair
3732	alanis morissette
3733	los tucanes de tijuana
3734	gza method man
3735	rednex
3736	spacehog
3737	dangelo
3738	raekwon ghostface killah method man cappadonna
3739	adina howard
3740	lonestar
3741	faith evans
3742	rancid
3743	marco antonio solis los bukis
3744	ll cool j boyz ii men
3745	shaggy
3746	fools garden
3747	dishwalla
3748	big l
3749	mad season
3750	tevin campbell rosie gaines
3751	monica
3752	banda la costeña
3753	miguel y miguel
3754	2pac dramacydal
3755	the jayhawks
3756	del amitri
3757	gianluca grignani
3758	robyn
3759	foo fighters
3760	corona
3761	wolfgang amadeus mozart howard shelley london mozart players
3762	garbage
3763	ludwig van beethoven wiener philharmoniker carlos kleiber
3764	pancho barraza
3765	scatman john
3766	real mccoy
3767	nightcrawlers mk
3768	gza
3769	andrea bocelli
3770	grand puba
3771	slaughter
3772	ben harper
3773	shakira
3774	hum
3775	gza rza ghostface killah killah priest
3776	pulp
3777	the mccoys
3778	daryle singletary
3779	down
3780	the rembrandts
3781	tevin campbell
3782	dove shack
3783	björk
3784	son volt
3785	mack 10 ice cube
3786	enrique iglesias
3787	mobb deep crystal johnson
3788	take that
3789	goodie mob
3790	fugees
3791	spice girls
3792	mark morrison
3793	blackstreet dr dre queen pen
3794	2pac big syke
3795	matchbox twenty
3796	the wallflowers
3797	grupo mojado
3798	nas ms lauryn hill
3799	los rieleros del norte
3800	cake
3801	keith sweat athena cage
3802	tonic
3803	the cardigans
3804	2pac rappin 4tay
3805	total the notorious big
3806	2pac yani hadati snoop dogg nate dogg fatal
3807	the verve pipe
3808	112
3809	backstreet boys
3810	deana carter
3811	maxwell
3812	the penguins
3813	transsiberian orchestra
3814	jo dee messina
3815	donna lewis
3816	westside connection
3817	fiona apple
3818	local h
3819	intocable
3820	trace adkins
3821	lil kim
3822	ricochet
3823	shenandoah
3824	ghost town djs
3825	2pac richie rich
3826	112 the notorious big mase
3827	tony toni tone dj quik
3828	grupo exterminador
3829	112 the notorious big
3830	reel big fish
3831	dimension latina
3832	duncan sheik
3833	foxy brown blackstreet
3834	la bouche
3835	babyface kenny g
3836	702
3837	jayz
3838	total
3839	case foxy brown mary j blige
3840	primitive radio gods
3841	kenny chesney
3842	do or die
3843	omc
3844	jayz mary j blige
3845	barbra streisand bryan adams
3846	shawn colvin
3847	kabah
3848	donell jones
3849	dj kool
3850	dlg
3851	ginuwine
3852	modest mouse
3853	quad city djs
3854	cafe tacvba
3855	jayz the notorious big
3856	lost boyz
3857	lord finesse
3858	the crew cuts
3859	the roots
3860	jesse powell gerald albright
3861	weird al yankovic
3862	2pac storm mutah michelle
3863	los del rio
3864	robert miles
3865	oscar dleon
3866	foxy brown jayz
3867	paula cole
3868	ugk
3869	the tony rich project
3870	third eye blind
3871	the verve
3872	the notorious big mase diddy
3873	edwin mccain
3874	sixpence none the richer
3875	marcy playground
3876	blur
3877	blink182
3878	kci jojo
3879	harvey danger
3880	fuel
3881	sister hazel
3882	sugar ray
3883	will smith
3884	savage garden
3885	deftones
3886	everclear
3887	rammstein
3888	next
3889	the mighty mighty bosstones
3890	usher
3891	erykah badu
3892	grupo cañaveral de humberto pabon
3893	roger bart
3894	days of the new
3895	ween
3896	rayito colombiano
3897	chumbawamba
3898	nsync
3899	jon b
3900	daft punk
3901	aqua
3902	mase
3903	los mier
3904	kenny wayne shepherd
3905	dispatch
3906	susan egan cheryl freeman lachanze vaneese thomas lillias white
3907	meredith brooks
3908	chorus hercules lillias white cheryl freeman lachanze roz ryan vaneese thomas tawatha agee
3909	smash mouth
3910	mase total
3911	wutang clan cappadonna
3912	tim mcgraw faith hill
3913	creed
3914	busta rhymes
3915	sarah mclachlan
3916	hanson
3917	alejandro sanz
3918	insane clown posse
3919	elliott smith
3920	jagged edge
3921	missy elliott
3922	chichi peralta
3923	louis prima phil harris bruce reitherman
3924	yo la tengo
3925	joe
3926	natalie imbruglia
3927	cheryl freeman lachanze vaneese thomas lillias white roz ryan
3928	the delvikings
3929	diddy 112 faith evans
3930	diddy the notorious big busta rhymes
3931	marco antonio solis
3932	sheb wooley
3933	master p silkk the shocker lil gotti
3934	samuel e wright
3935	jodi benson
3936	bone thugsnharmony 2pac
3937	janet jackson qtip joni mitchell
3938	diddy mase
3939	joan sebastian lisa lopez
3940	camp lo
3941	diddy the notorious big jayz
3942	ladron
3943	pancho barraza mariachi santa maria
3944	the notorious big 112
3945	diddy the notorious big mase
3946	our lady peace
3947	dick van dyke the chimney sweep chorus cast mary poppins
3948	ben folds five
3949	common
3950	spiritualized
3951	white town
3952	fred hammond radical for christ
3953	lil kim lil cease
3954	buena vista social club
3955	mary j blige lil kim
3956	bb king tracy chapman
3957	diddy the notorious big lil kim the lox
3958	limp bizkit
3959	the prodigy
3960	wynonna
3961	laura leon
3962	caballo dorado
3963	lsg
3964	mariah carey krayzie bone wishbone
3965	twista
3966	lsg coko faith evans missy elliott
3967	proyecto uno
3968	sevendust
3969	rob zombie
3970	juvenile lil wayne mannie fresh
3971	ms lauryn hill
3972	eve 6
3973	eagleeye cherry
3974	donny osmond chorus mulan
3975	the chicks
3976	new radicals
3977	2pac outlawz
3978	kid rock
3979	tdre delux cali life style
3980	lil troy
3981	big pun joe
3982	train
3983	godsmack
3984	2pac talent
3985	vengaboys
3986	system of a down
3987	dmx
3988	neutral milk hotel
3989	everlast
3990	2pac roger dr dre
3991	tamia
3992	2pac kci jojo
3993	goldfinger
3994	brandy monica
3995	big pun fat joe
3996	ms lauryn hill dangelo
3997	la tropa vallenata
3998	lea salonga harvey fierstein matthew wilder james hong jerry tondo
3999	fastball
4000	pras ol dirty bastard mýa
4001	2pac snoop dogg
4002	charlie robison
4003	tyrese
4004	billy bragg wilco
4005	alice dj
4006	the flys
4007	david gray
4008	massive attack
4009	elvis crespo
4010	jayz amil ja rule
4011	jermaine dupri jayz
4012	orgy
4013	dru hill
4014	max coveri
4015	natalie merchant
4016	conjunto primavera
4017	seatbelts
4018	deborah cox
4019	kurupt
4020	mýa
4021	gang starr inspectah deck
4022	98º
4023	joan sebastian alberto vazquez
4024	beto quintanilla
4025	franz liszt jenő jando
4026	whitney houston mariah carey
4027	lea salonga
4028	2pac danny boy
4029	ms lauryn hill carlos santana
4030	less than jake
4031	stardust
4032	robert earl keen
4033	hank williams drifting cowboys
4034	black star
4035	onda vaselina
4036	2pac shock g money b
4037	marty stuart earl scruggs clint black joe diffie merle haggard emmylou harris alison krauss patty loveless ricky skaggs pam tillis randy travis travis tritt dwight yoakam
4038	2pac danny boy syke cpo
4039	the beta band
4040	george michael aretha franklin
4041	monster magnet
4042	grupo laberinto
4043	toby keith
4044	monifah
4045	ricky martin
4046	steve wariner
4047	mark wills
4048	air
4049	lil keke ugk
4050	banda cuisillos
4051	cardenales de nuevo leon
4052	bwitched
4053	the lox dmx lil kim
4054	thelma houston
4055	kurupt tray dee slip capone
4056	kirk franklin
4057	the bobby fuller four
4058	perry como the fontane sisters mitchell ayres his orchestra
4059	destinys child
4060	lit
4061	dr dre eminem
4062	incubus
4063	britney spears
4064	tal bachman
4065	lou bega
4066	eminem
4067	christina aguilera
4068	crazy town
4069	staind
4070	los socios del ritmo
4071	macy gray
4072	dr dre hittman sixtwo nate dogg kurupt
4073	santana rob thomas
4074	powerman 5000
4075	jayz ugk
4076	mos def
4077	john prine iris dement
4078	dr dre eminem xzibit
4079	vertical horizon
4080	ol dirty bastard kelis rich travali
4081	staticx
4082	buckcherry
4083	mark chesnutt george jones vince gill patty loveless garth brooks clint black alan jackson travis tritt joe diffie pam tillis t graham brown
4084	jennifer lopez
4085	the roots tariq trotter erykah badu eve
4086	sisqo
4087	santana the product gb
4088	case joe
4089	method man redman
4090	cky
4091	slipknot
4092	len
4093	los caminantes
4094	bloodhound gang
4095	mariah carey jayz
4096	gary allan
4097	eminem dr dre
4098	donell jones lisa left eye lopes
4099	dido
4100	built to spill
4101	jamiroquai
4102	le tigre
4103	wheatus
4104	vagon chicano
4105	south park mexican
4106	banda arkangel r15
4107	blaque nsync
4108	rosie odonnell phil collins cast tarzan
4109	lfo
4110	american football
4111	joe cocker jennifer warnes
4112	case
4113	glenn close phil collins
4114	dr dre devin the dude snoop dogg
4115	eric benet tamia kevin kd davis
4116	moby
4117	citizen king
4118	nas diddy
4119	pokemon
4120	slick rick outkast
4121	dope
4122	control
4123	dmx sisqo
4124	ray wylie hubbard
4125	celly cel
4126	bob marley the wailers ms lauryn hill
4127	rakim
4128	cristian castro
4129	aventura
4130	the magnetic fields
4131	people under the stairs
4132	blessid union of souls
4133	dr dre eminem knocturnal
4134	the ink spots ella fitzgerald
4135	long beach dub allstars
4136	limp bizkit method man
4137	the notorious big eminem
4138	qtip
4139	trick daddy
4140	diana krall
4141	panteon rococo
4142	coldplay
4143	linkin park
4144	3 doors down
4145	disturbed
4146	nelly city spud
4147	eminem dido
4148	shaggy rik rok
4149	nelly
4150	uncle kracker
4151	lifehouse
4152	lee ann womack
4153	nine days
4154	shaggy rayvon
4155	toploader
4156	aaron y su grupo ilusion
4157	ludacris shawnna
4158	five for fighting
4159	a perfect circle
4160	ja rule vita
4161	mindless self indulgence
4162	eminem dr dre snoop dogg xzibit nate dogg
4163	mudvayne
4164	phil vassar
4165	nelly furtado
4166	musiq soulchild
4167	the hives
4168	the soggy bottom boys dan tyminski
4169	cat power
4170	three 6 mafia ugk project pat
4171	the laurie berkner band
4172	phoenix
4173	frederic chopin mikhail pletnev
4174	rehab
4175	baha men
4176	sammie jt money
4177	craig david
4178	jill scott
4179	alex bueno
4180	switchfoot
4181	gillian welch alison krauss
4182	mala fe
4183	puerto rican power
4184	la union
4185	nelly murphy lee ali
4186	santo johnny
4187	mystikal
4188	tear da club up thugs three 6 mafia project pat
4189	sr71
4190	ronan keating
4191	the corrs
4192	los cadetes de linares
4193	shyne barrington levy
4194	aaron neville
4195	dead prez
4196	the avalanches
4197	avant
4198	3lw
4199	jessica andrews
4200	ryan adams
4201	fito olivares y su grupo
4202	millencolin
4203	beenie man mya
4204	black rob
4205	los originales de san juan el chapo de sinaloa
4206	s club 7
4207	a touch of class pete konemann
4208	mýa jayz
4209	steve holy
4210	thievery corporation
4211	azul azul
4212	carl thomas
4213	emmylou harris alison krauss gillian welch
4214	mariah carey joe nas clue supa engineer duro
4215	jimmy eat world
4216	papa roach
4217	gorillaz
4218	nickelback
4219	john mayer
4220	drowning pool
4221	kid rock sheryl crow
4222	afroman
4223	saliva
4224	sum 41
4225	alien ant farm
4226	mercyme
4227	puddle of mudd
4228	fat joe ja rule ashanti
4229	blake shelton
4230	the strokes
4231	pod
4232	ja rule ashanti
4233	alicia keys
4234	the calling
4235	the shins
4236	eve gwen stefani
4237	jagged edge nelly
4238	yiruma
4239	christina aguilera lil kim mýa pnk
4240	modjo
4241	the white stripes
4242	d12
4243	hoobastank
4244	michelle branch
4245	pnk
4246	cross canadian ragweed
4247	carl douglas
4248	gary jules michael andrews
4249	ludacris
4250	american hifi
4251	the five stairsteps
4252	default
4253	alberto y roberto
4254	jack johnson
4255	los angeles de charly
4256	yann tiersen
4257	good charlotte
4258	brad paisley
4259	los askis
4260	no doubt lady saw
4261	the moldy peaches
4262	ja rule jennifer lopez
4263	disturbing tha peace ludacris mystikal i20
4264	howard shore
4265	tantric
4266	david ball
4267	zero 7 sophie barker
4268	arrested development
4269	jennifer lopez ja rule
4270	diddy black rob mark curry
4271	ricky martin alejandro sanz thalia juan luis guerra 440 gloria estefan celia cruz olga tañon ricardo montaner ana gabriel jorge hernandez los tigres del norte alicia villarreal alejandro fernandez carlos vives jaci velasquez marco antonio solis jose jose lucia mendez jennifer lopez emmanuele chayanne gilberto santa rosa paulina rubio alberto beto zapata la ley ana barbara carlos ponce jon secada shakira gian marco luis fonsi yuri miguel bose wilkins giselle melina leon limit 21 christina aguilera jose feliciano jose luis rodriguez
4272	indiaarie
4273	tenacious d
4274	banda el recodo
4275	ja rule case
4276	blu cantrell
4277	jermaine dupri ludacris
4278	aniceto molina
4279	pesado
4280	petey pablo
4281	lupillo rivera chalino sanchez
4282	celso piña
4283	los originales de san juan
4284	ludacris nate dogg
4285	eminem nate dogg
4286	jose feliciano
4287	trapt
4288	maroon 5
4289	nelly kelly rowland
4290	avril lavigne
4291	chevelle
4292	ashanti
4293	audioslave
4294	ying yang twins lil jon the east side boyz
4295	toby keith willie nelson
4296	vanessa carlton
4297	justin timberlake
4298	ying yang twins
4299	queens of the stone age
4300	the allamerican rejects
4301	aventura judy santos
4302	eminem dina rae
4303	taking back sunday
4304	mark kealii hoomalu kamehameha schools childrens chorus
4305	the used
4306	grits tobymac
4307	norah jones
4308	big tymers
4309	camron juelz santana
4310	nivea brian casey brandon casey
4311	new found glory
4312	keith urban
4313	seether
4314	wilco
4315	stone sour
4316	jennifer lopez jadakiss styles p
4317	sean paul
4318	counting crows vanessa carlton
4319	nelly murphy lee ali kyjuan
4320	styles p
4321	los tigrillos
4322	tatu
4323	camron juelz santana freekey zeekey toya
4324	pepper
4325	plan b
4326	juanes
4327	busta rhymes mariah carey flipmode squad
4328	sister nancy
4329	christina aguilera redman
4330	george frideric handel alexander briger academy of st martin in the fields
4331	the devil makes three
4332	bowling for soup
4333	eartha kitt henri rene his orchestra
4334	sean paul sasha jeremy harding murray elias
4335	mario
4336	alberto pedraza
4337	interpol
4338	jason mraz
4339	jayz beyonce
4340	joe nichols
4341	ozone
4342	los yaguaru
4343	the starting line
4344	bacilos
4345	the mountain goats
4346	el coyote y su banda tierra santa
4347	2pac anthony hamilton
4348	floetry
4349	palomo
4350	tweet missy elliott
4351	trustcompany
4352	taproot
4353	alexi murdoch
4354	frou frou
4355	the roots cody chesnutt
4356	diddy ginuwine loon mario winans tammy ruggieri
4357	rjd2
4358	jaheim
4359	flogging molly
4360	jaguares
4361	dj sammy do
4362	snoop dogg pharrell williams uncle charlie wilson
4363	amerie
4364	clipse
4365	santana michelle branch
4366	eminem hailie jade
4367	archie eversole
4368	juanes nelly furtado
4369	elizabeth mitchell
4370	caesars
4371	martin odonnell michael salvatori
4372	evanescence
4373	yellowcard
4374	fountains of wayne
4375	50 cent
4376	black eyed peas
